shortlist_rank,doi,doi_url,title,authors,year,venue,type,publisher,volume,issue,pages,article_number,crossref_cited_by,relevance_score,primary_topic,topics,is_review_title,is_dataset_title,has_abstract,screening_decision,screening_reason,matched_title_categories,exact_normalized_title_doi_count,provenance
34,10.1007/s42452-019-0630-1,https://doi.org/10.1007/s42452-019-0630-1,Regression methods in the calibration of low-cost sensors for ambient particulate matter measurements,Marek Badura; Piotr Batog; Anetta Drzeniecka-Osiadacz; Piotr Modzel,2019,SN Applied Sciences,journal-article,Springer Science and Business Media LLC,1,6,,622,85,21,particulate_air_quality,"[""particulate_air_quality"", ""embedded_environmental_sensing""]",False,False,False,metadata_candidate,particulate_air_quality;embedded_environmental_sensing,"[""env"", ""air"", ""calib"", ""sensor"", ""embedded""]",1,"[{""query_id"": ""Q04"", ""query_rank"": 57, ""api_score"": 29.739449, ""raw_file"": ""raw_crossref\\Q04_low_cost_particle_calibration.json"", ""raw_item_index"": 56}]"
35,10.1016/j.envpol.2019.113131,https://doi.org/10.1016/j.envpol.2019.113131,Development of a calibration chamber to evaluate the performance of low-cost particulate matter sensors,T. Sayahi; D. Kaufman; T. Becnel; K. Kaur; A.E. Butterfield; S. Collingwood; Y. Zhang; P.-E. Gaillardon; K.E. Kelly,2019,Environmental Pollution,journal-article,Elsevier BV,255,,113131,113131,82,21,particulate_air_quality,"[""particulate_air_quality"", ""embedded_environmental_sensing""]",False,False,False,metadata_candidate,particulate_air_quality;embedded_environmental_sensing,"[""env"", ""air"", ""calib"", ""sensor"", ""embedded""]",1,"[{""query_id"": ""Q04"", ""query_rank"": 111, ""api_score"": 27.387653, ""raw_file"": ""raw_crossref\\Q04_low_cost_particle_calibration.json"", ""raw_item_index"": 110}]"
36,10.5194/acp-18-15403-2018,https://doi.org/10.5194/acp-18-15403-2018,Airborne particulate matter monitoring in Kenya using calibrated low-cost sensors,Francis D. Pope; Michael Gatari; David Ng'ang'a; Alexander Poynter; Rhiannon Blake,2018,Atmospheric Chemistry and Physics,journal-article,Copernicus GmbH,18,20,15403-15418,,82,21,particulate_air_quality,"[""particulate_air_quality"", ""embedded_environmental_sensing""]",False,False,True,metadata_candidate,particulate_air_quality;embedded_environmental_sensing,"[""env"", ""air"", ""calib"", ""sensor"", ""embedded""]",2,"[{""query_id"": ""Q04"", ""query_rank"": 313, ""api_score"": 22.934568, ""raw_file"": ""raw_crossref\\Q04_low_cost_particle_calibration.json"", ""raw_item_index"": 312}]"
37,10.1007/978-3-642-28169-3_15,https://doi.org/10.1007/978-3-642-28169-3_15,On-the-Fly Calibration of Low-Cost Gas Sensors,David Hasenfratz; Olga Saukh; Lothar Thiele,2012,Lecture Notes in Computer Science Wireless Sensor Networks,book-chapter,Springer Berlin Heidelberg,,,228-244,,78,21,gas_sensor_calibration,"[""gas_sensor_calibration"", ""embedded_environmental_sensing""]",False,False,False,metadata_candidate,gas_sensor_calibration;embedded_environmental_sensing,"[""env"", ""gas"", ""calib"", ""sensor"", ""embedded""]",1,"[{""query_id"": ""Q04"", ""query_rank"": 237, ""api_score"": 23.96798, ""raw_file"": ""raw_crossref\\Q04_low_cost_particle_calibration.json"", ""raw_item_index"": 236}]"
38,10.1016/j.scitotenv.2020.141396,https://doi.org/10.1016/j.scitotenv.2020.141396,Low-cost sensors for measuring airborne particulate matter: Field evaluation and calibration at a South-Eastern European site,G. Kosmopoulos; V. Salamalikis; S.N. Pandis; P. Yannopoulos; A.A. Bloutsos; A. Kazantzidis,2020,Science of The Total Environment,journal-article,Elsevier BV,748,,141396,141396,76,21,particulate_air_quality,"[""particulate_air_quality"", ""embedded_environmental_sensing""]",False,False,False,metadata_candidate,particulate_air_quality;embedded_environmental_sensing,"[""env"", ""air"", ""calib"", ""sensor"", ""embedded""]",1,"[{""query_id"": ""Q04"", ""query_rank"": 130, ""api_score"": 26.787792, ""raw_file"": ""raw_crossref\\Q04_low_cost_particle_calibration.json"", ""raw_item_index"": 129}]"
39,10.3390/s20133617,https://doi.org/10.3390/s20133617,Long-Term Evaluation and Calibration of Low-Cost Particulate Matter (PM) Sensor,Hoochang Lee; Jiseock Kang; Sungjung Kim; Yunseok Im; Seungsung Yoo; Dongjun Lee,2020,Sensors,journal-article,MDPI AG,20,13,3617,,51,21,particulate_air_quality,"[""particulate_air_quality"", ""embedded_environmental_sensing""]",False,False,True,metadata_candidate,particulate_air_quality;embedded_environmental_sensing,"[""env"", ""air"", ""calib"", ""sensor"", ""embedded""]",1,"[{""query_id"": ""Q04"", ""query_rank"": 7, ""api_score"": 37.44986, ""raw_file"": ""raw_crossref\\Q04_low_cost_particle_calibration.json"", ""raw_item_index"": 6}]"
40,10.1016/j.measurement.2021.109725,https://doi.org/10.1016/j.measurement.2021.109725,"A Deep Q-Network for robotic odor/gas source localization: Modeling, measurement and comparative study",Xinxing Chen; Chenglong Fu; Jian Huang,2021,Measurement,journal-article,Elsevier BV,183,,109725,109725,46,21,gas_olfaction_mapping,"[""robotic_environmental_monitoring"", ""gas_olfaction_mapping""]",False,False,False,metadata_candidate,robotic_environmental_monitoring;gas_olfaction_mapping,"[""robot"", ""env"", ""gas"", ""sensor"", ""nav""]",1,"[{""query_id"": ""Q03"", ""query_rank"": 12, ""api_score"": 32.175148, ""raw_file"": ""raw_crossref\\Q03_robotic_gas_mapping.json"", ""raw_item_index"": 11}]"
41,10.1109/lra.2021.3057290,https://doi.org/10.1109/lra.2021.3057290,Information-Driven Gas Source Localization Exploiting Gas and Wind Local Measurements for Autonomous Mobile Robots,Pepe Ojeda; Javier Monroy; Javier Gonzalez-Jimenez,2021,IEEE Robotics and Automation Letters,journal-article,Institute of Electrical and Electronics Engineers (IEEE),6,2,1320-1326,,45,21,gas_olfaction_mapping,"[""robotic_environmental_monitoring"", ""gas_olfaction_mapping""]",False,False,False,metadata_candidate,robotic_environmental_monitoring;gas_olfaction_mapping,"[""robot"", ""env"", ""gas"", ""sensor"", ""nav""]",1,"[{""query_id"": ""Q03"", ""query_rank"": 61, ""api_score"": 25.624329, ""raw_file"": ""raw_crossref\\Q03_robotic_gas_mapping.json"", ""raw_item_index"": 60}]"
42,10.1016/j.scitotenv.2023.164063,https://doi.org/10.1016/j.scitotenv.2023.164063,Calibration methodology of low-cost sensors for high-quality monitoring of fine particulate matter,Marie-Laure Aix; Seán Schmitz; Dominique J. Bicout,2023,Science of The Total Environment,journal-article,Elsevier BV,889,,164063,164063,44,21,particulate_air_quality,"[""particulate_air_quality"", ""embedded_environmental_sensing""]",False,False,False,metadata_candidate,particulate_air_quality;embedded_environmental_sensing,"[""env"", ""air"", ""calib"", ""sensor"", ""embedded""]",2,"[{""query_id"": ""Q04"", ""query_rank"": 62, ""api_score"": 29.367456, ""raw_file"": ""raw_crossref\\Q04_low_cost_particle_calibration.json"", ""raw_item_index"": 61}]"
43,10.1016/j.scitotenv.2020.136791,https://doi.org/10.1016/j.scitotenv.2020.136791,The evaluation and optimization of calibration methods for low-cost particulate matter sensors: Inter-comparison between fixed and mobile methods,Xiaoliang Qin; Lujian Hou; Jian Gao; Shuchun Si,2020,Science of The Total Environment,journal-article,Elsevier BV,715,,136791,136791,44,21,particulate_air_quality,"[""particulate_air_quality"", ""embedded_environmental_sensing""]",False,False,False,metadata_candidate,particulate_air_quality;embedded_environmental_sensing,"[""env"", ""air"", ""calib"", ""sensor"", ""embedded""]",1,"[{""query_id"": ""Q04"", ""query_rank"": 106, ""api_score"": 27.42887, ""raw_file"": ""raw_crossref\\Q04_low_cost_particle_calibration.json"", ""raw_item_index"": 105}]"
44,10.3390/s20164381,https://doi.org/10.3390/s20164381,Field Evaluation of Low-Cost Particulate Matter Sensors in Beijing,Han Mei; Pengfei Han; Yinan Wang; Ning Zeng; Di Liu; Qixiang Cai; Zhaoze Deng; Yinghong Wang; Yuepeng Pan; Xiao Tang,2020,Sensors,journal-article,MDPI AG,20,16,4381,,44,21,particulate_air_quality,"[""particulate_air_quality"", ""embedded_environmental_sensing""]",False,False,True,metadata_candidate,particulate_air_quality;embedded_environmental_sensing,"[""env"", ""air"", ""calib"", ""sensor"", ""embedded""]",1,"[{""query_id"": ""Q04"", ""query_rank"": 355, ""api_score"": 22.495459, ""raw_file"": ""raw_crossref\\Q04_low_cost_particle_calibration.json"", ""raw_item_index"": 354}]"
45,10.3390/s18124174,https://doi.org/10.3390/s18124174,A Semantic-Based Gas Source Localization with a Mobile Robot Combining Vision and Chemical Sensing,Javier Monroy; Jose-Raul Ruiz-Sarmiento; Francisco-Angel Moreno; Francisco Melendez-Fernandez; Cipriano Galindo; Javier Gonzalez-Jimenez,2018,Sensors,journal-article,MDPI AG,18,12,4174,,44,21,gas_olfaction_mapping,"[""robotic_environmental_monitoring"", ""gas_olfaction_mapping""]",False,False,True,metadata_candidate,robotic_environmental_monitoring;gas_olfaction_mapping,"[""robot"", ""env"", ""gas"", ""sensor"", ""nav""]",1,"[{""query_id"": ""Q03"", ""query_rank"": 373, ""api_score"": 21.60978, ""raw_file"": ""raw_crossref\\Q03_robotic_gas_mapping.json"", ""raw_item_index"": 372}]"
46,10.1016/j.apr.2021.03.012,https://doi.org/10.1016/j.apr.2021.03.012,A new calibration system for low-cost Sensor Network in air pollution monitoring,Houxin Cui; Ling Zhang; Wanxin Li; Ziyang Yuan; Mengxian Wu; Chunying Wang; Jingjin Ma; Yi Li,2021,Atmospheric Pollution Research,journal-article,Elsevier BV,12,5,101049,101049,40,21,particulate_air_quality,"[""particulate_air_quality"", ""embedded_environmental_sensing""]",False,False,False,metadata_candidate,particulate_air_quality;embedded_environmental_sensing,"[""env"", ""air"", ""calib"", ""sensor"", ""embedded""]",1,"[{""query_id"": ""Q04"", ""query_rank"": 462, ""api_score"": 21.521465, ""raw_file"": ""raw_crossref\\Q04_low_cost_particle_calibration.json"", ""raw_item_index"": 461}]"
47,10.1109/icra.2017.7989450,https://doi.org/10.1109/icra.2017.7989450,Bringing Mobile Robot Olfaction to the next dimension — UAV-based remote sensing of gas clouds and source localization,Patrick P. Neumann; Harald Kohlhoff; Dino Hullmann; Achim J. Lilienthal; Martin Kluge,2017,2017 IEEE International Conference on Robotics and Automation (ICRA),proceedings-article,IEEE,,,3910-3916,,37,21,gas_olfaction_mapping,"[""robotic_environmental_monitoring"", ""gas_olfaction_mapping""]",False,False,False,metadata_candidate,robotic_environmental_monitoring;gas_olfaction_mapping,"[""robot"", ""env"", ""gas"", ""sensor"", ""nav""]",1,"[{""query_id"": ""Q03"", ""query_rank"": 480, ""api_score"": 21.091991, ""raw_file"": ""raw_crossref\\Q03_robotic_gas_mapping.json"", ""raw_item_index"": 479}]"
48,10.3390/atmos13030416,https://doi.org/10.3390/atmos13030416,Learning Calibration Functions on the Fly: Hybrid Batch Online Stacking Ensembles for the Calibration of Low-Cost Air Quality Sensor Networks in the Presence of Concept Drift,Evangelos Bagkis; Theodosios Kassandros; Kostas Karatzas,2022,Atmosphere,journal-article,MDPI AG,13,3,416,,36,21,particulate_air_quality,"[""particulate_air_quality"", ""embedded_environmental_sensing""]",False,False,True,metadata_candidate,particulate_air_quality;embedded_environmental_sensing,"[""env"", ""air"", ""calib"", ""sensor"", ""embedded""]",1,"[{""query_id"": ""Q04"", ""query_rank"": 197, ""api_score"": 24.787167, ""raw_file"": ""raw_crossref\\Q04_low_cost_particle_calibration.json"", ""raw_item_index"": 196}]"
49,10.5194/amt-12-5161-2019,https://doi.org/10.5194/amt-12-5161-2019,Gaussian process regression model for dynamically calibrating and surveilling a wireless low-cost particulate matter sensor network in Delhi,Tongshu Zheng; Michael H. Bergin; Ronak Sutaria; Sachchida N. Tripathi; Robert Caldow; David E. Carlson,2019,Atmospheric Measurement Techniques,journal-article,Copernicus GmbH,12,9,5161-5181,,36,21,particulate_air_quality,"[""particulate_air_quality"", ""embedded_environmental_sensing""]",False,False,True,metadata_candidate,particulate_air_quality;embedded_environmental_sensing,"[""env"", ""air"", ""calib"", ""sensor"", ""embedded""]",1,"[{""query_id"": ""Q04"", ""query_rank"": 155, ""api_score"": 25.576664, ""raw_file"": ""raw_crossref\\Q04_low_cost_particle_calibration.json"", ""raw_item_index"": 154}]"
50,10.1016/j.scitotenv.2022.160336,https://doi.org/10.1016/j.scitotenv.2022.160336,Calibration of low-cost particulate matter sensors for coal dust monitoring,Nana A. Amoah; Guang Xu; Ashish Ranjan Kumar; Yang Wang,2023,Science of The Total Environment,journal-article,Elsevier BV,859,,160336,160336,32,21,particulate_air_quality,"[""particulate_air_quality"", ""embedded_environmental_sensing""]",False,False,False,metadata_candidate,particulate_air_quality;embedded_environmental_sensing,"[""env"", ""air"", ""calib"", ""sensor"", ""embedded""]",2,"[{""query_id"": ""Q04"", ""query_rank"": 58, ""api_score"": 29.662783, ""raw_file"": ""raw_crossref\\Q04_low_cost_particle_calibration.json"", ""raw_item_index"": 57}]"
51,10.1109/icra.2013.6630893,https://doi.org/10.1109/icra.2013.6630893,Towards real-world gas distribution mapping and leak localization using a mobile robot with 3d and remote gas sensing capabilities,Victor Manuel Hernandez Bennetts; Achim J. Lilienthal; Ali Abdul Khaliq; Victor Pomareda Sese; Marco Trincavelli,2013,2013 IEEE International Conference on Robotics and Automation,proceedings-article,IEEE,,,2335-2340,,32,21,gas_olfaction_mapping,"[""robotic_environmental_monitoring"", ""gas_olfaction_mapping""]",False,False,False,metadata_candidate,robotic_environmental_monitoring;gas_olfaction_mapping,"[""robot"", ""env"", ""gas"", ""sensor"", ""nav""]",1,"[{""query_id"": ""Q03"", ""query_rank"": 31, ""api_score"": 29.121449, ""raw_file"": ""raw_crossref\\Q03_robotic_gas_mapping.json"", ""raw_item_index"": 30}]"
52,10.3390/s21237977,https://doi.org/10.3390/s21237977,"Calibration of CO, NO2, and O3 Using Airify: A Low-Cost Sensor Cluster for Air Quality Monitoring",Marian-Emanuel Ionascu; Nuria Castell; Oana Boncalo; Philipp Schneider; Marius Darie; Marius Marcu,2021,Sensors,journal-article,MDPI AG,21,23,7977,,30,21,particulate_air_quality,"[""particulate_air_quality"", ""embedded_environmental_sensing""]",False,False,True,metadata_candidate,particulate_air_quality;embedded_environmental_sensing,"[""env"", ""air"", ""calib"", ""sensor"", ""embedded""]",1,"[{""query_id"": ""Q04"", ""query_rank"": 346, ""api_score"": 22.55555, ""raw_file"": ""raw_crossref\\Q04_low_cost_particle_calibration.json"", ""raw_item_index"": 345}]"
53,10.1016/j.apr.2024.102208,https://doi.org/10.1016/j.apr.2024.102208,"Designing a low-cost wireless sensor network for particulate matter monitoring: Implementation, calibration, and field-test",A. Zafra-Pérez; J. Medina-García; C. Boente; J.A. Gómez-Galán; A. Sánchez de la Campa; J.D. de la Rosa,2024,Atmospheric Pollution Research,journal-article,Elsevier BV,15,9,102208,102208,28,21,particulate_air_quality,"[""particulate_air_quality"", ""embedded_environmental_sensing""]",False,False,False,metadata_candidate,particulate_air_quality;embedded_environmental_sensing,"[""env"", ""air"", ""calib"", ""sensor"", ""embedded""]",1,"[{""query_id"": ""Q04"", ""query_rank"": 40, ""api_score"": 31.216824, ""raw_file"": ""raw_crossref\\Q04_low_cost_particle_calibration.json"", ""raw_item_index"": 39}]"
54,10.1016/j.scitotenv.2024.174089,https://doi.org/10.1016/j.scitotenv.2024.174089,Feasibility of low-cost particulate matter sensors for long-term environmental monitoring: Field evaluation and calibration,Zikang Feng; Lina Zheng; Bilin Ren; Dou Liu; Jing Huang; Ning Xue,2024,Science of The Total Environment,journal-article,Elsevier BV,945,,174089,174089,27,21,particulate_air_quality,"[""particulate_air_quality"", ""embedded_environmental_sensing""]",False,False,False,metadata_candidate,particulate_air_quality;embedded_environmental_sensing,"[""env"", ""air"", ""calib"", ""sensor"", ""embedded""]",1,"[{""query_id"": ""Q04"", ""query_rank"": 108, ""api_score"": 27.41501, ""raw_file"": ""raw_crossref\\Q04_low_cost_particle_calibration.json"", ""raw_item_index"": 107}]"
55,10.1145/3512889,https://doi.org/10.1145/3512889,Evaluation of Low-cost Air Quality Sensor Calibration Models,Kasimir Aula; Eemil Lagerspetz; Petteri Nurmi; Sasu Tarkoma,2022,ACM Transactions on Sensor Networks,journal-article,Association for Computing Machinery (ACM),18,4,1-32,,26,21,particulate_air_quality,"[""particulate_air_quality"", ""embedded_environmental_sensing""]",False,False,True,metadata_candidate,particulate_air_quality;embedded_environmental_sensing,"[""env"", ""air"", ""calib"", ""sensor"", ""embedded""]",1,"[{""query_id"": ""Q04"", ""query_rank"": 174, ""api_score"": 25.241093, ""raw_file"": ""raw_crossref\\Q04_low_cost_particle_calibration.json"", ""raw_item_index"": 173}]"
56,10.3390/s24103023,https://doi.org/10.3390/s24103023,Calibration Methods for Low-Cost Particulate Matter Sensors Considering Seasonal Variability,Jiwoo Kang; Kanghyeok Choi,2024,Sensors,journal-article,MDPI AG,24,10,3023,,24,21,particulate_air_quality,"[""particulate_air_quality"", ""embedded_environmental_sensing""]",False,False,True,metadata_candidate,particulate_air_quality;embedded_environmental_sensing,"[""env"", ""air"", ""calib"", ""sensor"", ""embedded""]",1,"[{""query_id"": ""Q04"", ""query_rank"": 13, ""api_score"": 35.589825, ""raw_file"": ""raw_crossref\\Q04_low_cost_particle_calibration.json"", ""raw_item_index"": 12}]"
